benefit_month,county,program_type,cases,recipients,children,adults,payments,avg_payment_per_case,avg_payment_per_recipient
2024-03-01,Sherman,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Smith,TANF Basic,27,57,42,15,6171.9,228.68,109.06
2024-03-01,Somervell,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Starr,TANF Basic,58,145,136,8,12406.95,212.82,85.72
2024-03-01,Stephens,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Sterling,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Stonewall,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Sutton,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Swisher,TANF Basic,2,7,5,1,533.06,246.88,81.64
2024-03-01,Tarrant,TANF Basic,356,817,657,161,83472.6,234.3,102.13
2024-03-01,Taylor,TANF Basic,46,94,68,26,9751.3,210.06,104.19
2024-03-01,Terrell,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Terry,TANF Basic,4,12,9,3,1337.99,309.84,111.77
2024-03-01,Throckmorton,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Titus,TANF Basic,8,19,15,3,1886.04,249.57,101.94
2024-03-01,Tom Green,TANF Basic,18,34,26,8,3608.3,196.61,106.95
2024-03-01,Travis,TANF Basic,178,357,267,91,39518.98,221.85,110.71
2024-03-01,Trinity,TANF Basic,3,7,4,2,833.84,257.46,127.7
2024-03-01,Tyler,TANF Basic,2,2,2,0,259.04,119.97,119.01
2024-03-01,Upshur,TANF Basic,10,19,16,2,1572.41,161.83,84.99
2024-03-01,Upton,TANF Basic,2,3,2,1,455.99,211.19,139.67
2024-03-01,Uvalde,TANF Basic,11,23,19,3,1970.6,182.53,86.23
2024-03-01,Val Verde,TANF Basic,28,67,53,15,6803.43,242.38,100.83
2024-03-01,Van Zandt,TANF Basic,8,13,13,0,1218.11,161.19,93.27
2024-03-01,Victoria,TANF Basic,17,39,32,7,4030.04,233.31,102.86
2024-03-01,Walker,TANF Basic,16,39,32,7,3864.13,238.62,98.63
2024-03-01,Waller,TANF Basic,5,12,12,0,1015.8,188.19,84.85
2024-03-01,Ward,TANF Basic,2,4,4,0,376.78,174.5,86.55
2024-03-01,Washington,TANF Basic,4,10,8,2,1089.66,252.33,111.25
2024-03-01,Webb,TANF Basic,107,286,269,16,24355.76,227.88,85.1
2024-03-01,Wharton,TANF Basic,9,13,10,3,1683.73,194.95,128.93
2024-03-01,Wheeler,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Wichita,TANF Basic,43,84,69,15,8746.2,202.54,104.37
2024-03-01,Wilbarger,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-03-01,Willacy,TANF Basic,14,36,28,8,3814.89,271.82,106.23
2024-03-01,Williamson,TANF Basic,42,96,70,26,10588.35,251.48,110.56
2024-03-01,Wilson,TANF Basic,6,12,10,2,1330.5,205.4,111.14
2024-03-01,Winkler,TANF Basic,1,1,1,0,129.52,119.97,119.01
2024-03-01,Wise,TANF Basic,8,16,14,2,1640.92,217.14,100.52
2024-03-01,Wood,TANF Basic,10,15,15,0,1367.96,140.79,89.79
2024-03-01,Yoakum,TANF Basic,1,3,2,1,377.85,350.0,115.73
2024-03-01,Young,TANF Basic,4,7,6,0,631.53,146.25,96.72
2024-03-01,Zapata,TANF Basic,4,12,9,3,1234.17,285.8,103.1
2024-03-01,Zavala,TANF Basic,5,15,12,3,1579.9,292.69,103.7
2024-03-01,Anderson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Andrews,TANF State Program,1,6,3,2,547.87,496.06,98.06
2024-03-01,Angelina,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Aransas,TANF State Program,1,6,3,2,547.87,496.06,98.06
2024-03-01,Archer,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Armstrong,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Atascosa,TANF State Program,1,6,3,2,368.15,333.34,65.89
2024-03-01,Austin,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Bailey,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Bandera,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Bastrop,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Baylor,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Bee,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Bell,TANF State Program,6,21,13,8,2142.47,387.97,100.91
2024-03-01,Bexar,TANF State Program,17,48,26,23,5307.71,320.38,110.46
2024-03-01,Blanco,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Borden,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Bosque,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Bowie,TANF State Program,1,3,1,2,420.43,380.67,125.41
2024-03-01,Brazoria,TANF State Program,1,6,3,2,547.87,496.06,98.06
2024-03-01,Brazos,TANF State Program,1,4,2,2,472.72,428.01,105.76
2024-03-01,Brewster,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Briscoe,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Brooks,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Brown,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Burleson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Burnet,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Caldwell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Calhoun,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Callahan,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Cameron,TANF State Program,7,23,12,11,2325.46,350.92,99.1
2024-03-01,Camp,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Carson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Cass,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Castro,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Chambers,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Cherokee,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Childress,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Clay,TANF State Program,1,3,1,2,420.43,380.67,125.41
2024-03-01,Cochran,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Coke,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Coleman,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Collin,TANF State Program,6,18,14,3,1646.88,298.23,92.11
2024-03-01,Collingsworth,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Colorado,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Comal,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Comanche,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Concho,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Cooke,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Coryell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Cottle,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Crane,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Crockett,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Crosby,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Culberson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Dallam,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Dallas,TANF State Program,17,59,29,30,5609.42,338.6,94.71
2024-03-01,Dawson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Deaf Smith,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Delta,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Denton,TANF State Program,2,9,7,2,812.55,367.85,90.89
2024-03-01,Dewitt,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Dickens,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Dimmit,TANF State Program,1,3,2,1,384.49,348.13,114.69
2024-03-01,Donley,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Duval,TANF State Program,1,3,2,1,384.49,348.13,114.69
2024-03-01,Eastland,TANF State Program,1,2,1,1,332.21,300.79,148.64
2024-03-01,Ector,TANF State Program,2,4,2,2,552.23,250.0,123.54
2024-03-01,Edwards,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,El Paso,TANF State Program,13,50,28,23,5181.36,390.95,103.04
2024-03-01,Ellis,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Erath,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Falls,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Fannin,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Fayette,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Fisher,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Floyd,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Foard,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Fort Bend,TANF State Program,3,13,9,5,954.15,287.97,71.15
2024-03-01,Franklin,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Freestone,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Frio,TANF State Program,1,1,0,1,160.11,144.97,143.28
2024-03-01,Gaines,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Galveston,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Garza,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Gillespie,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Glasscock,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Goliad,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Gonzales,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Gray,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Grayson,TANF State Program,2,7,3,3,724.32,327.91,108.03
2024-03-01,Gregg,TANF State Program,2,4,2,2,552.23,250.0,123.54
2024-03-01,Grimes,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Guadalupe,TANF State Program,1,2,2,0,189.52,171.6,84.8
2024-03-01,Hale,TANF State Program,1,3,2,1,384.49,348.13,114.69
2024-03-01,Hall,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hamilton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hansford,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hardeman,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hardin,TANF State Program,1,2,2,0,189.52,171.6,84.8
2024-03-01,Harris,TANF State Program,20,79,48,32,6553.76,329.66,82.6
2024-03-01,Harrison,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hartley,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Haskell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hays,TANF State Program,2,10,6,5,1021.68,462.53,101.59
2024-03-01,Hemphill,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Henderson,TANF State Program,2,7,2,5,840.87,380.67,125.41
2024-03-01,Hidalgo,TANF State Program,13,49,33,16,4143.35,312.63,84.27
2024-03-01,Hill,TANF State Program,1,2,1,1,332.21,300.79,148.64
2024-03-01,Hockley,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hood,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hopkins,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Houston,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Howard,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hudspeth,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hunt,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Hutchinson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Irion,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Jack,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Jackson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Jasper,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Jeff Davis,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Jefferson,TANF State Program,3,11,8,3,1039.1,313.61,92.99
2024-03-01,Jim Hogg,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Jim Wells,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Johnson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Jones,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Karnes,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Kaufman,TANF State Program,2,11,7,5,1073.96,486.2,96.11
2024-03-01,Kendall,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Kenedy,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Kent,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Kerr,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Kimble,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,King,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Kinney,TANF State Program,1,3,1,2,403.01,364.89,120.21
2024-03-01,Kleberg,TANF State Program,2,7,3,3,804.92,364.4,120.05
2024-03-01,Knox,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,La Salle,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Lamar,TANF State Program,1,4,2,2,436.77,395.47,97.71
2024-03-01,Lamb,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Lampasas,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Lavaca,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Lee,TANF State Program,1,4,2,2,472.72,428.01,105.76
2024-03-01,Leon,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Liberty,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Limestone,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Lipscomb,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Live Oak,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Llano,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Loving,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Lubbock,TANF State Program,1,4,3,1,429.15,388.56,96.01
2024-03-01,Lynn,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Madison,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Marion,TANF State Program,1,4,2,2,472.72,428.01,105.76
2024-03-01,Martin,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Mason,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Matagorda,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Maverick,TANF State Program,1,4,2,2,472.72,428.01,105.76
2024-03-01,Mcculloch,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Mclennan,TANF State Program,1,4,3,1,461.82,418.15,103.32
2024-03-01,Mcmullen,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Medina,TANF State Program,1,1,1,0,131.79,119.33,117.94
2024-03-01,Menard,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Midland,TANF State Program,2,4,2,2,552.23,250.0,123.54
2024-03-01,Milam,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Mills,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Mitchell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Montague,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Montgomery,TANF State Program,3,15,8,7,1212.29,365.88,83.45
2024-03-01,Moore,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Morris,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Motley,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Nacogdoches,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Navarro,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Newton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Nolan,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Nueces,TANF State Program,8,23,11,12,2682.72,347.0,114.32
2024-03-01,Ochiltree,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Oldham,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Orange,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Palo Pinto,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Panola,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Parker,TANF State Program,2,11,7,5,1073.96,486.2,96.11
2024-03-01,Parmer,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Pecos,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Polk,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Potter,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Presidio,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Rains,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Randall,TANF State Program,1,3,1,2,348.55,315.58,103.97
2024-03-01,Reagan,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Real,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Red River,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Reeves,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Refugio,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Roberts,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Robertson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Rockwall,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Runnels,TANF State Program,1,3,1,2,420.43,380.67,125.41
2024-03-01,Rusk,TANF State Program,1,4,2,2,472.72,428.01,105.76
2024-03-01,Sabine,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,San Jacinto,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,San Juneine,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,San Patricio,TANF State Program,1,3,1,2,420.43,380.67,125.41
2024-03-01,San Saba,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Schleicher,TANF State Program,1,4,2,2,472.72,428.01,105.76
2024-03-01,Scurry,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Shackelford,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Shelby,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Sherman,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Smith,TANF State Program,1,3,2,1,384.49,348.13,114.69
2024-03-01,Somervell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Starr,TANF State Program,1,7,6,1,589.26,533.53,87.89
2024-03-01,Stephens,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Sterling,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Stonewall,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Sutton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Swisher,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Tarrant,TANF State Program,11,54,32,21,4970.05,450.0,92.66
2024-03-01,Taylor,TANF State Program,1,3,1,2,333.3,301.78,99.42
2024-03-01,Terrell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Terry,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Throckmorton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Titus,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Tom Green,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Travis,TANF State Program,9,34,18,16,3261.09,369.09,97.28
2024-03-01,Trinity,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Tyler,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Upshur,TANF State Program,1,2,1,1,332.21,300.79,148.64
2024-03-01,Upton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Uvalde,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Val Verde,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Van Zandt,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Victoria,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Walker,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Waller,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Ward,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Washington,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Webb,TANF State Program,1,1,1,0,131.79,119.33,117.94
2024-03-01,Wharton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Wheeler,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Wichita,TANF State Program,2,7,2,5,737.39,333.83,109.98
2024-03-01,Wilbarger,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Willacy,TANF State Program,1,6,3,2,547.87,496.06,98.06
2024-03-01,Williamson,TANF State Program,2,9,4,5,945.43,428.01,105.76
2024-03-01,Wilson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Winkler,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Wise,TANF State Program,1,6,3,2,547.87,496.06,98.06
2024-03-01,Wood,TANF State Program,1,4,3,1,461.82,418.15,103.32
2024-03-01,Yoakum,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Young,TANF State Program,1,4,3,1,461.82,418.15,103.32
2024-03-01,Zapata,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-03-01,Zavala,TANF State Program,1,4,2,2,344.19,311.64,77.0
2024-04-01,Anderson,TANF Basic,15,32,26,6,3073.52,202.81,97.06
2024-04-01,Andrews,TANF Basic,2,4,3,1,433.1,200.05,99.16
2024-04-01,Angelina,TANF Basic,25,49,42,7,5099.66,204.83,103.78
2024-04-01,Aransas,TANF Basic,6,15,12,3,1554.45,239.33,101.68
2024-04-01,Archer,TANF Basic,1,1,1,0,129.72,119.83,118.79
2024-04-01,Armstrong,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Atascosa,TANF Basic,13,33,25,8,3566.65,274.57,108.88
2024-04-01,Austin,TANF Basic,1,4,3,1,454.54,419.9,104.07
2024-04-01,Bailey,TANF Basic,1,4,4,0,310.89,287.2,71.18
2024-04-01,Bandera,TANF Basic,1,1,1,0,129.72,119.83,118.79
2024-04-01,Bastrop,TANF Basic,23,38,28,10,4361.03,191.84,114.11
2024-04-01,Baylor,TANF Basic,4,11,10,1,958.4,221.34,87.77
2024-04-01,Bee,TANF Basic,10,31,25,6,2704.74,277.63,88.46
2024-04-01,Bell,TANF Basic,152,353,262,92,36729.96,242.36,104.14
2024-04-01,Bexar,TANF Basic,480,1077,862,216,108501.44,226.26,100.77
2024-04-01,Blanco,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Borden,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Bosque,TANF Basic,4,8,5,2,796.52,183.96,104.21
2024-04-01,Bowie,TANF Basic,35,71,57,14,7227.64,208.65,101.83
2024-04-01,Brazoria,TANF Basic,48,93,76,17,9719.04,204.05,104.71
2024-04-01,Brazos,TANF Basic,38,79,66,12,7685.4,202.85,97.75
2024-04-01,Brewster,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Briscoe,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Brooks,TANF Basic,4,7,5,1,772.94,178.51,117.97
2024-04-01,Brown,TANF Basic,10,16,13,3,1803.16,185.08,110.09
2024-04-01,Burleson,TANF Basic,3,8,5,2,796.52,245.27,104.21
2024-04-01,Burnet,TANF Basic,6,13,11,2,1204.96,185.52,91.96
2024-04-01,Caldwell,TANF Basic,4,7,3,3,799.74,184.7,122.06
2024-04-01,Calhoun,TANF Basic,1,1,1,0,90.05,83.19,82.47
2024-04-01,Callahan,TANF Basic,1,1,1,0,129.72,119.83,118.79
2024-04-01,Cameron,TANF Basic,369,904,837,63,79141.7,214.4,87.53
2024-04-01,Camp,TANF Basic,2,4,4,0,373.07,172.32,85.41
2024-04-01,Carson,TANF Basic,1,2,2,0,186.53,172.32,85.41
2024-04-01,Cass,TANF Basic,6,16,13,3,1611.26,248.08,98.37
2024-04-01,Castro,TANF Basic,2,9,8,1,572.47,264.42,65.53
2024-04-01,Chambers,TANF Basic,4,10,7,3,1228.55,283.73,125.01
2024-04-01,Cherokee,TANF Basic,14,28,25,3,2846.25,202.26,100.25
2024-04-01,Childress,TANF Basic,3,9,7,2,928.38,285.88,106.27
2024-04-01,Clay,TANF Basic,2,3,2,1,345.19,159.44,105.37
2024-04-01,Cochran,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Coke,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Coleman,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Collin,TANF Basic,97,229,170,60,24509.87,251.58,106.88
2024-04-01,Collingsworth,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Colorado,TANF Basic,1,3,2,1,215.48,199.06,65.78
2024-04-01,Comal,TANF Basic,19,57,41,16,5958.35,305.79,104.93
2024-04-01,Comanche,TANF Basic,3,10,8,2,1038.8,319.88,105.7
2024-04-01,Concho,TANF Basic,1,2,1,1,87.91,81.21,40.25
2024-04-01,Cooke,TANF Basic,5,13,10,3,1302.52,240.65,99.4
2024-04-01,Coryell,TANF Basic,17,45,37,8,4414.63,254.89,98.61
2024-04-01,Cottle,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Crane,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Crockett,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Crosby,TANF Basic,2,7,5,1,637.86,294.63,97.36
2024-04-01,Culberson,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Dallam,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-04-01,Dallas,TANF Basic,582,1342,1073,271,133729.57,229.63,99.65
2024-04-01,Dawson,TANF Basic,3,7,5,1,717.19,220.85,109.46
